CRISIS ID,COUNTRY,ISO3,INFORM_Start,INFORM_End,Date_Start,Date_End,Duration_Months,N_Observations,Improvement_Rate_Raw,INFORM_Std,Consistency_Raw,Total_Funding,HRP_Original_Requirements,HRP_Revised_Requirements,Funding_Requested,Funding_Per_Month,Cost_Effectiveness_Raw,Improvement_Rate_Normalized,Consistency_Normalized,Cost_Effectiveness_Normalized,Effectiveness_Score_01,Effectiveness_Score_100,Is_Successful
MDG005,Madagascar,MDG,2.6,2.5,2020-09-01,2020-11-01,2,3,0.050000000000000044,0.05773502691896263,0.9454163609508736,11999757.0,,0.0,11999757.0,5999878.5,0.003203639345848991,0.5,0.5,0.5,0.5,50.0,False
MEX001,Mexico,MEX,2.8,3.1,2022-06-01,2025-02-01,32,32,-0.009375000000000008,0.09913944236406659,0.9098026705775983,0.0,,0.0,0.0,0.0,0.0,0.453125,0.7221267853048715,0.4905166291544329,0.541303861422348,54.1303861422348,False
MEX003,Mexico,MEX,2.6,2.8,2025-03-01,2025-12-01,9,10,-0.022222222222222192,0.17126976771553504,0.8537742777655889,0.0,,0.0,0.0,0.0,0.0,0.3888888888888891,0.5516576689501582,0.4905166291544329,0.4580450709603786,45.80450709603786,False
MLI001,Mali,MLI,3.8,4.2,2020-09-01,2025-12-01,63,63,-0.006349206349206355,0.16443980840671676,0.8587820450490121,43965595228.22,771314315.0,771314315.0,43965595228.22,697866590.924127,-0.00031179288142996436,0.46825396825396826,0.5670119720296526,0.4644172930391231,0.4971140343437045,49.711403434370446,False
MMR001,Myanmar,MMR,3.5,4.6,2020-09-01,2025-12-01,63,63,-0.017460317460317454,0.3703971657827132,0.7297154613048562,57066180131.54,1412961603.0,1412961603.0,57066180131.54,905812383.0403174,-0.0008465878240442117,0.4126984126984128,0.17128123374182383,0.41965105945469056,0.3416637883626917,34.16637883626917,False
MNG001,Mongolia,MNG,2.2,2.2,2023-07-01,2023-08-01,1,2,0.0,0.0,1.0,27316022.0,6283000.0,13658011.0,27316022.0,27316022.0,0.0,0.5,1.0,0.4905166291544329,0.6481033258308866,64.81033258308867,True
MNG002,Mongolia,MNG,2.6,2.4,2023-04-01,2023-06-01,2,2,0.10000000000000009,0.14142135623730964,0.8761006569007045,27316022.0,6283000.0,13658011.0,27316022.0,13658011.0,0.0060864876997161425,1.0,0.5948250730206955,1.0,0.8784475219062087,87.84475219062087,True
MNG004,Mongolia,MNG,1.9,2.3,2024-02-01,2024-07-01,5,6,-0.07999999999999999,0.16329931618554516,0.8596239902203303,9300150.0,,0.0,9300150.0,1860030.0,-0.005541661489470778,0.10000000000000042,0.5409431713730596,0.026639182088810238,0.21761078782968013,21.761078782968013,False
MOZ001,Mozambique,MOZ,3.2,3.6,2020-09-01,2025-12-01,63,57,-0.0063492063492063475,0.15232122106248003,0.86781357638972,23876945577.760002,573477101.0,682722983.0,23876945577.760002,378999136.1549207,-0.0003214292537828895,0.46825396825396826,0.5947035282919049,0.4636106584558773,0.5052601743057311,50.52601743057311,False
MOZ004,Mozambique,MOZ,3.5,3.5,2021-07-01,2021-12-01,5,6,0.0,0.0,1.0,1587611604.0,253490356.0,254080356.0,1587611604.0,317522320.8,0.0,0.6666666666666666,1.0,0.6465356460155698,0.7626404625364472,76.26404625364472,True
MRT003,Mauritania,MRT,2.9,2.5,2020-09-01,2025-09-01,60,60,0.006666666666666665,0.12979775663361298,0.8851141667864847,188997550.39,,0.0,188997550.39,3149959.1731666666,0.0004455464183430457,0.5333333333333333,0.6460682815954947,0.5278121109305928,0.5660495733314336,56.60495733314336,True
MRT004,Mauritania,MRT,2.9,2.9,2025-07-01,2025-12-01,5,6,0.0,0.0,1.0,29999998.259999998,,0.0,29999998.259999998,5999999.652,0.0,0.5,1.0,0.4905166291544329,0.6481033258308866,64.81033258308867,True
MWI002,Malawi,MWI,2.6,3.2,2020-09-01,2025-12-01,63,63,-0.009523809523809525,0.30435480682634214,0.7666625635651427,3545903981.08,57478430.0,115945732.0,3545903981.08,56284190.17587301,-0.0005336686061412447,0.45238095238095244,0.2845646540579762,0.44584467814006096,0.4007288080358813,40.07288080358813,False
